rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
161,map,mfn-hamptonroads,Norfolk,crumpetime,muffintime,https://github.com/crumpetime,1,1,142,142,141,141,snapshot_2026_07_06.json,snapshot_2026_07_03.json
162,map,buffalo-ny,Buffalo,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,1,140,140,139,139,snapshot_2026_07_06.json,snapshot_2026_07_03.json
163,map,ciudad-juarez-el-paso,Ciudad Juárez-El Paso,rslurry,slurry,https://github.com/rslurry,1,1,138,138,137,137,snapshot_2026_07_06.json,snapshot_2026_07_03.json
164,map,yukina-tw-tainan,臺南 (Tainan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,138,138,137,137,snapshot_2026_07_06.json,snapshot_2026_07_03.json
165,map,greater-portland,Greater Portland,rslurry,slurry,https://github.com/rslurry,1,1,137,137,136,136,snapshot_2026_07_06.json,snapshot_2026_07_03.json
166,map,santa-barbara,Santa Barbara,rslurry,slurry,https://github.com/rslurry,1,1,133,133,132,132,snapshot_2026_07_06.json,snapshot_2026_07_03.json
167,map,rochester,Rochester,rslurry,slurry,https://github.com/rslurry,1,1,132,132,131,131,snapshot_2026_07_06.json,snapshot_2026_07_03.json
168,map,bari,Bari,Maximilian284,max02,https://github.com/Maximilian284,1,1,121,121,120,120,snapshot_2026_07_06.json,snapshot_2026_07_03.json
169,map,yukina-pl-poznan,Poznań,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,113,113,112,112,snapshot_2026_07_06.json,snapshot_2026_07_03.json
170,map,yukina-cz-ustecko-chomutov,Ústí nad Labem - Chomutov,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,111,111,110,110,snapshot_2026_07_06.json,snapshot_2026_07_03.json
171,map,piedmont-triad,Piedmont Triad,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,1,101,101,100,100,snapshot_2026_07_06.json,snapshot_2026_07_03.json
172,map,charleston-sc,"Charleston, SC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,1,99,99,98,98,snapshot_2026_07_06.json,snapshot_2026_07_03.json
173,map,palermo,Palermo,Maximilian284,max02,https://github.com/Maximilian284,1,1,98,98,97,97,snapshot_2026_07_06.json,snapshot_2026_07_03.json
174,map,wilmington-nc,"Wilmington, NC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,1,90,90,89,89,snapshot_2026_07_06.json,snapshot_2026_07_03.json
175,map,trondheim-no,Trondheim,rslurry,slurry,https://github.com/rslurry,1,1,81,81,80,80,snapshot_2026_07_06.json,snapshot_2026_07_03.json
176,map,yukina-pl-szczecin,Szczecin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,80,80,79,79,snapshot_2026_07_06.json,snapshot_2026_07_03.json
177,map,ulsan-3,Ulsan (30km×30km),kimth9,kimth9,https://github.com/kimth9,1,1,79,79,78,78,snapshot_2026_07_06.json,snapshot_2026_07_03.json
178,map,yukina-tw-chiayi,嘉義 (Chiayi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,72,72,71,71,snapshot_2026_07_06.json,snapshot_2026_07_03.json
179,map,dayton-oh,Dayton,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,1,71,71,70,70,snapshot_2026_07_06.json,snapshot_2026_07_03.json
180,map,gwangju-4,Gwangju (40km×40km),kimth9,kimth9,https://github.com/kimth9,1,1,71,71,70,70,snapshot_2026_07_06.json,snapshot_2026_07_03.json
181,map,yukina-pl-bialystok,Białystok,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,70,70,69,69,snapshot_2026_07_06.json,snapshot_2026_07_03.json
182,map,pulau-pinang,Pulau Pinang,nzh0172,naz,https://github.com/nzh0172,1,1,63,63,62,62,snapshot_2026_07_06.json,snapshot_2026_07_03.json
183,map,riviera-romagnola,Riviera Romagnola,Maximilian284,max02,https://github.com/Maximilian284,1,1,60,60,59,59,snapshot_2026_07_06.json,snapshot_2026_07_03.json
184,map,yukina-pl-lublin,Lublin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,60,60,59,59,snapshot_2026_07_06.json,snapshot_2026_07_03.json
185,map,syracuse-ny,"Syracuse, NY",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,1,54,54,53,53,snapshot_2026_07_06.json,snapshot_2026_07_03.json
186,map,yukina-pl-rzeszow,Rzeszów,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,46,46,45,45,snapshot_2026_07_06.json,snapshot_2026_07_03.json
187,map,yukina-cz-liberec-jablonec,Liberec - Jablonec nad Nisou,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,44,44,43,43,snapshot_2026_07_06.json,snapshot_2026_07_03.json
188,map,cusco,Cusco,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,40,40,39,39,snapshot_2026_07_06.json,snapshot_2026_07_03.json
189,map,yukina-kumamoto,熊本 (Kumamoto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,38,38,37,37,snapshot_2026_07_06.json,snapshot_2026_07_03.json
190,map,arequipa,Arequipa,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,34,34,33,33,snapshot_2026_07_06.json,snapshot_2026_07_03.json
191,map,johor-bahru,Johor Bahru,nzh0172,naz,https://github.com/nzh0172,1,1,31,31,30,30,snapshot_2026_07_06.json,snapshot_2026_07_03.json
192,map,yukina-cz-karlovy-vary,Karlovy Vary,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,28,28,27,27,snapshot_2026_07_06.json,snapshot_2026_07_03.json
193,map,yukina-ee-parnu,Pärnu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,28,28,27,27,snapshot_2026_07_06.json,snapshot_2026_07_03.json
194,map,yukina-pl-kielce,Kielce,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,21,21,20,20,snapshot_2026_07_06.json,snapshot_2026_07_03.json
195,map,trujillo,Trujillo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,19,19,18,18,snapshot_2026_07_06.json,snapshot_2026_07_03.json
196,map,yukina-pl-zielona-gora,Zielona Góra,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,19,19,18,18,snapshot_2026_07_06.json,snapshot_2026_07_03.json
197,map,piura,Piura,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,18,18,17,17,snapshot_2026_07_06.json,snapshot_2026_07_03.json
198,map,yukina-ee-tartu,Tartu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,17,17,16,16,snapshot_2026_07_06.json,snapshot_2026_07_03.json
199,map,yukina-pl-olsztyn,Olsztyn,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,16,16,15,15,snapshot_2026_07_06.json,snapshot_2026_07_03.json
200,map,yukina-ee-ida-viru,Ida-Viru,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,13,13,12,12,snapshot_2026_07_06.json,snapshot_2026_07_03.json
201,map,yukina-pl-radom,Radom,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,13,13,12,12,snapshot_2026_07_06.json,snapshot_2026_07_03.json
202,map,yukina-pl-czestochowa,Częstochowa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,11,11,10,10,snapshot_2026_07_06.json,snapshot_2026_07_03.json
203,map,yukina-cz-jihlava,Jihlava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,9,9,8,8,snapshot_2026_07_06.json,snapshot_2026_07_03.json
204,map,yukina-cz-zlin,Zlín,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,8,8,7,7,snapshot_2026_07_06.json,snapshot_2026_07_03.json
205,map,yukina-pl-opole,Opole,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,7,7,6,6,snapshot_2026_07_06.json,snapshot_2026_07_03.json
206,map,yukina-pl-legnica,Legnica - LGOM,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,6,6,5,5,snapshot_2026_07_06.json,snapshot_2026_07_03.json
207,map,yukina-kobe-akashi,神戸 (Kōbe),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,266,266,266,266,snapshot_2026_07_06.json,snapshot_2026_07_03.json
208,map,spokane,Spokane,ryandicicco,ryandicicco,https://github.com/ryandicicco,0,0,181,181,181,181,snapshot_2026_07_06.json,snapshot_2026_07_03.json
209,map,yukina-matsuyama,松山 (Matsuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,170,170,170,170,snapshot_2026_07_06.json,snapshot_2026_07_03.json
210,map,yukina-kochi,高知 (Kōchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,161,161,161,161,snapshot_2026_07_06.json,snapshot_2026_07_03.json
211,map,richmond,Richmond,rslurry,slurry,https://github.com/rslurry,0,0,157,157,157,157,snapshot_2026_07_06.json,snapshot_2026_07_03.json
212,map,puebla,Puebla,rslurry,slurry,https://github.com/rslurry,0,1,153,128,153,127,snapshot_2026_07_06.json,snapshot_2026_07_03.json
213,map,jacksonville,Jacksonville,rslurry,slurry,https://github.com/rslurry,0,0,152,152,152,152,snapshot_2026_07_06.json,snapshot_2026_07_03.json
214,map,yukina-kagoshima-kirishima,鹿児島 (Kagoshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,141,141,141,141,snapshot_2026_07_06.json,snapshot_2026_07_03.json
215,map,colorado-ski-country,Colorado Ski Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,0,0,140,140,140,140,snapshot_2026_07_06.json,snapshot_2026_07_03.json
216,map,yukina-niigata,新潟 (Niigata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,136,136,136,136,snapshot_2026_07_06.json,snapshot_2026_07_03.json
217,map,louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,0,0,135,135,135,135,snapshot_2026_07_06.json,snapshot_2026_07_03.json
218,map,yukina-yamagata,山形 (Yamagata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,126,126,126,126,snapshot_2026_07_06.json,snapshot_2026_07_03.json
219,map,yukina-nagasaki,長崎 (Nagasaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,125,125,125,125,snapshot_2026_07_06.json,snapshot_2026_07_03.json
220,map,greater-baltimore,Greater Baltimore,rslurry,slurry,https://github.com/rslurry,0,0,120,120,120,120,snapshot_2026_07_06.json,snapshot_2026_07_03.json
221,map,memphis,Memphis,rslurry,slurry,https://github.com/rslurry,0,0,119,119,119,119,snapshot_2026_07_06.json,snapshot_2026_07_03.json
222,map,mfn-northwestar,Northwest Arkansas,crumpetime,muffintime,https://github.com/crumpetime,0,0,110,110,110,110,snapshot_2026_07_06.json,snapshot_2026_07_03.json
223,map,garda-lake,Garda Lake,Maximilian284,max02,https://github.com/Maximilian284,0,0,109,109,109,109,snapshot_2026_07_06.json,snapshot_2026_07_03.json
224,map,daegu-4,Daegu (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,106,106,106,106,snapshot_2026_07_06.json,snapshot_2026_07_03.json
225,map,yukina-nakaumi,中海 (Nakaumi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,93,93,93,93,snapshot_2026_07_06.json,snapshot_2026_07_03.json
226,map,mfn-rdu,Raleigh,crumpetime,muffintime,https://github.com/crumpetime,0,0,92,92,92,92,snapshot_2026_07_06.json,snapshot_2026_07_03.json
227,map,saltillo,Saltillo,rslurry,slurry,https://github.com/rslurry,0,0,91,77,91,77,snapshot_2026_07_06.json,snapshot_2026_07_03.json
228,map,yukina-toyama,富山 (Toyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,81,81,81,81,snapshot_2026_07_06.json,snapshot_2026_07_03.json
229,map,daejeon-4,Daejeon (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,75,75,75,75,snapshot_2026_07_06.json,snapshot_2026_07_03.json
230,map,yukina-shizuoka-hamamatsu,静岡・浜松 (Shizuoka/Hamamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,75,75,75,75,snapshot_2026_07_06.json,snapshot_2026_07_03.json
231,map,yukina-asahikawa,旭川 (Asahikawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,73,73,73,73,snapshot_2026_07_06.json,snapshot_2026_07_03.json
232,map,yukina-takamatsu,高松 (Takamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,69,69,69,69,snapshot_2026_07_06.json,snapshot_2026_07_03.json
233,map,pianura-emiliana,Pianura Emiliana,Maximilian284,max02,https://github.com/Maximilian284,0,0,67,67,67,67,snapshot_2026_07_06.json,snapshot_2026_07_03.json
234,map,yukina-okayama,岡山 (Okayama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,64,64,64,64,snapshot_2026_07_06.json,snapshot_2026_07_03.json
235,map,yukina-tsugaru,津軽 (Tsugaru),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,62,62,62,62,snapshot_2026_07_06.json,snapshot_2026_07_03.json
236,map,knoxville,Knoxville,rslurry,slurry,https://github.com/rslurry,0,0,60,51,60,51,snapshot_2026_07_06.json,snapshot_2026_07_03.json
237,map,tri-cities,Tri-Cities,ryandicicco,ryandicicco,https://github.com/ryandicicco,0,0,56,56,56,56,snapshot_2026_07_06.json,snapshot_2026_07_03.json
238,map,gwangju-3,Gwangju (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,55,55,55,55,snapshot_2026_07_06.json,snapshot_2026_07_03.json
239,map,yukina-nakadoori,中通り (Nakadōri),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,46,46,46,46,snapshot_2026_07_06.json,snapshot_2026_07_03.json
240,map,mexicali,Mexicali-Imperial Valley-Yuma,rslurry,slurry,https://github.com/rslurry,0,0,44,44,44,44,snapshot_2026_07_06.json,snapshot_2026_07_03.json
241,map,toledo-oh,Toledo,bean1322,bean1322,https://github.com/bean1322,0,0,44,44,44,44,snapshot_2026_07_06.json,snapshot_2026_07_03.json
242,map,akron-oh,"Akron, OH",bean1322,bean1322,https://github.com/bean1322,0,0,42,42,42,42,snapshot_2026_07_06.json,snapshot_2026_07_03.json
243,map,jeju-4,Jeju (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,28,28,28,28,snapshot_2026_07_06.json,snapshot_2026_07_03.json
244,map,yukina-morioka,盛岡 (Morioka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,25,25,25,25,snapshot_2026_07_06.json,snapshot_2026_07_03.json
245,map,ipoh,Ipoh,nzh0172,naz,https://github.com/nzh0172,0,0,23,23,23,23,snapshot_2026_07_06.json,snapshot_2026_07_03.json
246,map,chiclayo,Chiclayo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,19,19,19,19,snapshot_2026_07_06.json,snapshot_2026_07_03.json
247,map,chimbote,Chimbote,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,18,18,18,18,snapshot_2026_07_06.json,snapshot_2026_07_03.json
248,map,yukina-tottori,鳥取 (Tottori),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,18,18,18,18,snapshot_2026_07_06.json,snapshot_2026_07_03.json
249,map,iquitos,Iquitos,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,17,17,17,17,snapshot_2026_07_06.json,snapshot_2026_07_03.json
250,map,huancayo-jauja,Huancayo/Jauja,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,15,15,15,15,snapshot_2026_07_06.json,snapshot_2026_07_03.json
